Id,State,shopping centre,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
1,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,Garema Place,-35.278245364160874,149.13184729985187,Plaza
2,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,Lower Ground Food Court,-35.28029911545272,149.13319905640898,Food Court
3,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,Dendy Cinemas,-35.27759527896845,149.132741689682,Movie Theater
4,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,Apple Canberra,-35.280284,149.133653,Electronics Store
6,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,David Jones,-35.27979480145621,149.1323925548669,Department Store
8,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,The Cupping Room,-35.280471715528144,149.12610648638585,Coffee Shop
9,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,Bentspoke Brewing Co.,-35.27315667697741,149.13184981936868,Brewery
10,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,Crowne Plaza,-35.28282802402581,149.13474177906807,Hotel
11,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,Dymocks,-35.28039454448914,149.13282662824295,Bookstore
12,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,QT Canberra,-35.28377008305669,149.12589385853963,Hotel
13,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,Akiba,-35.27761192031039,149.1315883398056,Restaurant
14,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,Koko Black,-35.27799510939021,149.132741689682,Chocolate Shop
15,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,Coffee Lab,-35.27697453908258,149.13317866872976,Coffee Shop
16,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,Blu Ginger,-35.2773463,149.1319617,Indian Restaurant
17,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,Kokomo's,-35.27748,149.13191,Bar
18,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,Smith's Alternative Bookshop,-35.278426087307224,149.12870844307903,Bookstore
19,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,Coffee Guru,-35.280181610535735,149.13341040968726,Coffee Shop
20,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,Barrio Collective Coffee,-35.27167885398807,149.1330738866158,Coffee Shop
21,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,SPAR Supermarket & Bottlemart,-35.27882498123941,149.12565529346466,Food & Drink Shop
22,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,Temporada,-35.2760893647487,149.12825395278512,Spanish Restaurant
23,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,The Canberra Times Fountain,-35.28049053620764,149.13251404246125,Fountain
24,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,Transit Bar,-35.281704781898945,149.13253866173525,Bar
25,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,Zara,-35.27994245958549,149.13407105606805,Clothing Store
26,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,Cafe Essen,-35.27784840177795,149.13188442857597,Café
27,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,Močan and Green Grout,-35.284577558296746,149.12502859283262,Café
28,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,mookie,-35.27695344402519,149.13201212882996,Burger Joint
29,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,Psychedeli,-35.27555762256054,149.12703405967966,Café
30,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,Guzman Y Gomez,-35.278662059835995,149.13304475089816,Mexican Restaurant
31,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,Kinn Thai,-35.27778753064333,149.13260757923126,Asian Restaurant
32,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,Civic Square,-35.28087626317752,149.13131837406482,Plaza
33,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,Canberra Theatre Centre,-35.28125728546606,149.13073181865337,Performing Arts Venue
34,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,Binara One,-35.28269239095572,149.13428527902215,Bar
35,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,Brew Nation,-35.27868,149.12983,Bar
36,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,QT Lounge,-35.28399121508056,149.12518462432683,Lounge
37,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,Stage 88,-35.28852561185354,149.13125109178375,Music Venue
38,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,Two Before Ten,-35.27975337660723,149.12622928619385,Café
39,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,Grill'd,-35.278091752706295,149.13283043779225,Burger Joint
41,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,Rye,-35.27468,149.13233,Café
42,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,Hopscotch,-35.275260285107855,149.13235642997452,Bar
43,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,Mingle Espresso,-35.28236184817262,149.13225472296946,Coffee Shop
44,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,Peppers Gallery Hotel,-35.284408023045685,149.12374554435414,Hotel
45,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,Mercure Canberra,-35.276004895089976,149.1425774614714,Hotel
46,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,Canberra Olympic Pool & Health Club,-35.28511421763708,149.1319183093676,Pool
47,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,Soi Noodle Bar,-35.278487412446474,149.13301413983157,Asian Restaurant
48,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,Chatime,-35.27632306448282,149.12629337574225,Tea Room
49,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,Frugii Dessert Laboratory,-35.271822259100276,149.133105358948,Dessert Shop
50,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,Marble & Grain,-35.27493522790042,149.13102203772146,Bar
51,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,Llewellyn Hall,-35.28060394098876,149.12344201033173,Concert Hall
52,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,Bar Rochford,-35.27925,149.1282,Bar
53,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,Harvest,-35.278223,149.126675,Coffee Shop
54,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,Impact Comics,-35.27840533085837,149.13202386395545,Comic Shop
55,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,The Highball Express,-35.278480380707414,149.12853700338806,Bar
56,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,Hanaichi,-35.280317,149.133187,Asian Restaurant
57,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,Shanghai Dumpling Cafe,-35.277156549208,149.1257472769117,Dumpling Restaurant
58,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,Dobinson's Bakery Cafe,-35.27931466428265,149.1333790452953,Café
59,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,Bistro Nguyen's,-35.2784834741787,149.12887031364582,Asian Restaurant
60,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,Elk & Pea,-35.272770866866416,149.1327703974556,Café
61,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,Milk Crate Cafe,-35.27679470513873,149.12895904271815,Café
62,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,The Games Capital,-35.27827645920961,149.13242977751875,Toy / Game Store
63,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,Uni Sushi Bar,-35.27991,149.12575,Asian Restaurant
64,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,Fitness First,-35.2779613807282,149.13259209398166,Athletics & Sports
65,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,Lazy Su,-35.27468,149.13233,Asian Restaurant
66,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,Lonsdale St. Roasters,-35.27489919637271,149.13231169748747,Coffee Shop
67,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,iPho,-35.276766,149.126761,Asian Restaurant
68,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,Ka Sushi Ramen,-35.27766099331462,149.12631353739937,Asian Restaurant
69,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,Group Seven Espresso,-35.28186438585285,149.12463861252849,Coffee Shop
70,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,Iori Japanese Restaurant,-35.27889920949763,149.13055414863518,Asian Restaurant
71,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,Country Road,-35.28036774893815,149.13297664783462,Clothing Store
72,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,Lonsdale Street Cafe,-35.27256639553953,149.13282490061474,Café
73,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,Red Chilli Sichuan Restaurant,-35.278284,149.128641,Asian Restaurant
74,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,Delhi-6,-35.27874,149.12442,Indian Restaurant
75,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,Bus Stop (#4529),-35.2762796258811,149.12634550057925,Bus Stop
76,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,Guild,-35.279643896574946,149.1308319568634,Gaming Cafe
77,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,The Fish Shack,-35.27904945651146,149.13321007569843,Fish & Chips Shop
78,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,Spicy Ginger Café,-35.27728111324609,149.12527314364428,Asian Restaurant
79,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,Courgette,-35.27629696579478,149.12645294399857,Restaurant
80,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,Hippo Co.,-35.278382054145304,149.13176799154752,Bar
81,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,Typo,-35.279925593565075,149.1339483302671,Paper / Office Supplies Store
82,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,Interlude Espresso Bar,-35.282326,149.12448,Coffee Shop
83,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,Bicicletta,-35.284662203820375,149.1238787088419,Italian Restaurant
84,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,Eighty/Twenty,-35.273453593496264,149.13303813992277,Café
85,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,Parlour Wine Room,-35.28481525543385,149.12386183504123,Bar
86,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,Capitol Bar & Grill,-35.284021884331764,149.12506099936968,Australian Restaurant
87,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,Eightysix,-35.27312873719354,149.13292548725624,Bar
88,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,Da Rosario,-35.27939846586647,149.12799915882277,Café
89,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,Courtyard Restaurant,-35.27582081453385,149.14266157208175,Australian Restaurant
90,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,Black Fire,-35.27295,149.13171,Mediterranean Restaurant
91,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,Pizza Gusto,-35.27264911128513,149.13274862493807,Pizza Place
93,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,Tonic Espresso,-35.27759922030009,149.13046181201935,Coffee Shop
94,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,Landspeed Records,-35.2783107459863,149.13231663395194,Record Shop
95,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,Sage Restaurant,-35.27772860442209,149.1375916045142,Molecular Gastronomy Restaurant
96,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,Lemon Grass Thai Restaurant,-35.27959024456461,149.12828447827874,Asian Restaurant
97,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,Briscola Pizzeria é Stuzzichini Bar,-35.27838266040374,149.1284813365466,Italian Restaurant
98,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,Sweet Bones Bakery & Cafe,-35.273476,149.13324,Café
99,Australian Capital Territory,Canberra Centre,-35.280559999999994,149.13333,Charcoal Restaurant,-35.279514386178505,149.12808325945218,Steakhouse
100,Australian Capital Territory,Erindale Centre,-35.403059999999996,149.09888999999998,Woolworths,-35.40365202852516,149.09869023228177,Food & Drink Shop
101,Australian Capital Territory,Erindale Centre,-35.403059999999996,149.09888999999998,McDonald's,-35.40482877377066,149.0979630379257,Fast Food Restaurant
102,Australian Capital Territory,Erindale Centre,-35.403059999999996,149.09888999999998,7-Eleven,-35.4050550351826,149.10149673741208,Convenience Store
103,Australian Capital Territory,Erindale Centre,-35.403059999999996,149.09888999999998,Active Leisure Centre,-35.40287367466425,149.09622148513571,Pool
104,Australian Capital Territory,Erindale Centre,-35.403059999999996,149.09888999999998,Vikings Erindale,-35.40552857046665,149.0970595566081,Athletics & Sports
105,Australian Capital Territory,Erindale Centre,-35.403059999999996,149.09888999999998,Goodberry's Frozen Custard,-35.405674789131176,149.09987246762415,Dessert Shop
106,Australian Capital Territory,Erindale Centre,-35.403059999999996,149.09888999999998,Kingsley's Chicken,-35.40568,149.09954,Fried Chicken Joint
107,Australian Capital Territory,Erindale Centre,-35.403059999999996,149.09888999999998,Subway,-35.40407,149.09686,Sandwich Place
108,Australian Capital Territory,Erindale Centre,-35.403059999999996,149.09888999999998,Turkish Grill,-35.40568,149.09954,Middle Eastern Restaurant
109,Australian Capital Territory,Erindale Centre,-35.403059999999996,149.09888999999998,Ali Baba,-35.405517,149.099494,Fast Food Restaurant
110,Australian Capital Territory,Erindale Centre,-35.403059999999996,149.09888999999998,Zambrero Fresh Mex Grill,-35.40375,149.09909,Mexican Restaurant
111,Australian Capital Territory,Erindale Centre,-35.403059999999996,149.09888999999998,Erindale Theatre,-35.40360292969233,149.0956735610962,Performing Arts Venue
112,Australian Capital Territory,Erindale Centre,-35.403059999999996,149.09888999999998,Slow Noodle Fast,-35.40554376034474,149.10089372777455,Asian Restaurant
113,Australian Capital Territory,Erindale Centre,-35.403059999999996,149.09888999999998,Southern Canberra Gymnastics Club,-35.40570783557356,149.09953916204597,Performing Arts Venue
114,Australian Capital Territory,Erindale Centre,-35.403059999999996,149.09888999999998,Bus Stop (#1173),-35.403737892289534,149.0992716791788,Bus Stop
115,Australian Capital Territory,Erindale Centre,-35.403059999999996,149.09888999999998,Domino's Pizza,-35.405571,149.099907,Pizza Place
116,Australian Capital Territory,Erindale Centre,-35.403059999999996,149.09888999999998,Oriental Terrace Restaurant,-35.40395,149.09784,Asian Restaurant
117,Australian Capital Territory,Erindale Centre,-35.403059999999996,149.09888999999998,Stain Busters Carpet Cleaning Canberra,-35.39844,149.09807,Home Service
118,Australian Capital Territory,Erindale Centre,-35.403059999999996,149.09888999999998,Crust Gourmet Pizza Bar,-35.40568,149.09954,Pizza Place
119,Australian Capital Territory,Kippax Fair,-35.2225,149.02,Woolworths,-35.22271584559916,149.02008929432273,Food & Drink Shop
120,Australian Capital Territory,Kippax Fair,-35.2225,149.02,Raiders Club,-35.224557090168986,149.02186274732193,Bar
121,Australian Capital Territory,Kippax Fair,-35.2225,149.02,The Coffee Club,-35.22209089507575,149.01979836209858,Coffee Shop
122,Australian Capital Territory,Kippax Fair,-35.2225,149.02,IGA Holt,-35.22473157248493,149.01166284206047,Food & Drink Shop
123,Australian Capital Territory,Kippax Fair,-35.2225,149.02,7-Eleven,-35.2208,149.01815,Convenience Store
124,Australian Capital Territory,Kippax Fair,-35.2225,149.02,McDonald's,-35.22028119946604,149.01805063254682,Fast Food Restaurant
125,Australian Capital Territory,Kippax Fair,-35.2225,149.02,Holt Shops,-35.2246925314824,149.01158094406128,Shopping Plaza
126,Australian Capital Territory,Kippax Fair,-35.2225,149.02,Subway,-35.22164248121747,149.01930570602417,Sandwich Place
127,Australian Capital Territory,Kippax Fair,-35.2225,149.02,Pizza Hut,-35.22123955705291,149.01815611205325,Pizza Place
128,Australian Capital Territory,Kippax Fair,-35.2225,149.02,Domino's Pizza,-35.22214,149.01846,Pizza Place
129,Australian Capital Territory,Kippax Fair,-35.2225,149.02,Kippax Bus Station (#4333/4334),-35.22242120091552,149.0195131711516,Bus Station
130,Australian Capital Territory,Kippax Fair,-35.2225,149.02,Wok n Sizzle,-35.220279562506505,149.01919573545456,Asian Restaurant
131,Australian Capital Territory,Kippax Fair,-35.2225,149.02,Belconnen Magpies Sports Club,-35.21999,149.01871,Bar
132,Australian Capital Territory,Kippax Fair,-35.2225,149.02,Kevin's Place,-35.221943,149.0186244249344,Asian Restaurant
133,Australian Capital Territory,Kippax Fair,-35.2225,149.02,Chinese Inn Restaurant,-35.221998397926306,149.019406241098,Asian Restaurant
134,Australian Capital Territory,Kippax Fair,-35.2225,149.02,Mama Ria,-35.22203179510758,149.01854357935812,Pizza Place
135,Australian Capital Territory,Majura Park Shopping Centre,-35.299170000000004,149.19083,Canberra International Airport (CBR) (Canberra International Airport),-35.30756634925905,149.19052982707413,Airport
136,Australian Capital Territory,Majura Park Shopping Centre,-35.299170000000004,149.19083,Costco,-35.29720348821879,149.19051849208907,Warehouse Store
137,Australian Capital Territory,Majura Park Shopping Centre,-35.299170000000004,149.19083,Woolworths,-35.29839684806425,149.1907017941729,Food & Drink Shop
138,Australian Capital Territory,Majura Park Shopping Centre,-35.299170000000004,149.19083,IKEA,-35.29559832087123,149.18666149762257,Furniture / Home Store
139,Australian Capital Territory,Majura Park Shopping Centre,-35.299170000000004,149.19083,Virgin Australia Lounge,-35.307176526389576,149.1904628276825,Airport
140,Australian Capital Territory,Majura Park Shopping Centre,-35.299170000000004,149.19083,Qantas Check-In,-35.307384,149.19025,Airport
141,Australian Capital Territory,Majura Park Shopping Centre,-35.299170000000004,149.19083,International Terminal,-35.307335,149.18999,Airport
142,Australian Capital Territory,Majura Park Shopping Centre,-35.299170000000004,149.19083,McDonald's,-35.294490727553814,149.18988065041924,Fast Food Restaurant
143,Australian Capital Territory,Majura Park Shopping Centre,-35.299170000000004,149.19083,Security Check,-35.30756088879106,149.1904091835022,Airport
144,Australian Capital Territory,Majura Park Shopping Centre,-35.299170000000004,149.19083,Costco Cafeteria,-35.2971921132491,149.19051860796682,Hot Dog Joint
145,Australian Capital Territory,Majura Park Shopping Centre,-35.299170000000004,149.19083,Relay,-35.30750835644482,149.19090270996094,Newsstand
146,Australian Capital Territory,Majura Park Shopping Centre,-35.299170000000004,149.19083,Petbarn,-35.29502,149.19034,Pet Store
147,Australian Capital Territory,Majura Park Shopping Centre,-35.299170000000004,149.19083,"Toys""R""Us",-35.30040718698474,149.190674678373,Toy / Game Store
148,Australian Capital Territory,Majura Park Shopping Centre,-35.299170000000004,149.19083,Tuk Chop,-35.307507,149.190771,Asian Restaurant
149,Australian Capital Territory,Majura Park Shopping Centre,-35.299170000000004,149.19083,The Coffee Club,-35.299447953639174,149.19045976103624,Café
150,Australian Capital Territory,Majura Park Shopping Centre,-35.299170000000004,149.19083,Hertz,-35.307800575325835,149.1901035017128,Rental Car Location
151,Australian Capital Territory,Majura Park Shopping Centre,-35.299170000000004,149.19083,Europcar,-35.3077710178349,149.1903018951416,Rental Car Location
152,Australian Capital Territory,Majura Park Shopping Centre,-35.299170000000004,149.19083,Qantas Chairman's Lounge,-35.30775498485083,149.19062726716646,Airport
153,Australian Capital Territory,Majura Park Shopping Centre,-35.299170000000004,149.19083,Hokka Hokka,-35.29844124215518,149.1905971417393,Asian Restaurant
154,Australian Capital Territory,Majura Park Shopping Centre,-35.299170000000004,149.19083,Brumby's Bakery,-35.298647,149.190773,Bakery
155,Australian Capital Territory,Majura Park Shopping Centre,-35.299170000000004,149.19083,Velluto Espresso Bar,-35.307994510071865,149.19014837799736,Coffee Shop
156,Australian Capital Territory,Majura Park Shopping Centre,-35.299170000000004,149.19083,Frank & Beanz,-35.29840299725359,149.1906902307919,Hot Dog Joint
157,Australian Capital Territory,Majura Park Shopping Centre,-35.299170000000004,149.19083,Michel's Patisserie,-35.29815,149.190685,Coffee Shop
158,Australian Capital Territory,Majura Park Shopping Centre,-35.299170000000004,149.19083,Sushia,-35.29834538648492,149.1905747035135,Asian Restaurant
159,Australian Capital Territory,South.Point Tuggeranong,-35.41639,149.06638999999998,Kmart,-35.41639481751159,149.067609018946,Department Store
160,Australian Capital Territory,South.Point Tuggeranong,-35.41639,149.06638999999998,Oporto,-35.416154090319694,149.06706530540785,Fast Food Restaurant
161,Australian Capital Territory,South.Point Tuggeranong,-35.41639,149.06638999999998,Woolworths,-35.41629705378411,149.06753272329078,Food & Drink Shop
162,Australian Capital Territory,South.Point Tuggeranong,-35.41639,149.06638999999998,Lake Tuggeranong,-35.408290103580235,149.06782150268555,Lake
163,Australian Capital Territory,South.Point Tuggeranong,-35.41639,149.06638999999998,Limelight Cinemas,-35.416175799299104,149.06704381276592,Movie Theater
164,Australian Capital Territory,South.Point Tuggeranong,-35.41639,149.06638999999998,Target,-35.41656740190942,149.0658141443892,Department Store
165,Australian Capital Territory,South.Point Tuggeranong,-35.41639,149.06638999999998,Officeworks,-35.422010800112744,149.06966616997684,Paper / Office Supplies Store
166,Australian Capital Territory,South.Point Tuggeranong,-35.41639,149.06638999999998,Espresso Room,-35.416872581759115,149.06554385633126,Coffee Shop
167,Australian Capital Territory,South.Point Tuggeranong,-35.41639,149.06638999999998,Tuggeranong Lakes Stakes,-35.416312388857236,149.07090511502733,Athletics & Sports
168,Australian Capital Territory,South.Point Tuggeranong,-35.41639,149.06638999999998,McDonald's,-35.41549063862017,149.06989292023724,Fast Food Restaurant
169,Australian Capital Territory,South.Point Tuggeranong,-35.41639,149.06638999999998,The Good Guys,-35.417314420747346,149.0645683176205,Electronics Store
170,Australian Capital Territory,South.Point Tuggeranong,-35.41639,149.06638999999998,Vikings Town Centre,-35.416736821971426,149.06142711639404,Athletics & Sports
171,Australian Capital Territory,South.Point Tuggeranong,-35.41639,149.06638999999998,P.J. O'Reilly's,-35.41728645545235,149.06813806925052,Bar
172,Australian Capital Territory,South.Point Tuggeranong,-35.41639,149.06638999999998,JB Hi-Fi Home Superstore,-35.415376565863916,149.0667598644254,Electronics Store
173,Australian Capital Territory,South.Point Tuggeranong,-35.41639,149.06638999999998,Tuggeranong Southern Cross Club,-35.41534819214003,149.06388571732106,Social Club
174,Australian Capital Territory,South.Point Tuggeranong,-35.41639,149.06638999999998,Coles,-35.41696415412313,149.06734943389893,Food & Drink Shop
175,Australian Capital Territory,South.Point Tuggeranong,-35.41639,149.06638999999998,Boost Juice,-35.41616092110737,149.06677801168004,Juice Bar
176,Australian Capital Territory,South.Point Tuggeranong,-35.41639,149.06638999999998,Gloria Jean's Coffees,-35.416593,149.066186,Coffee Shop
177,Australian Capital Territory,South.Point Tuggeranong,-35.41639,149.06638999999998,Little Istanbul,-35.41572590570846,149.0674960524837,Mediterranean Restaurant
178,Australian Capital Territory,South.Point Tuggeranong,-35.41639,149.06638999999998,Asian Noodle House,-35.41539,149.06718,Asian Restaurant
179,Australian Capital Territory,South.Point Tuggeranong,-35.41639,149.06638999999998,Brew Bar Cafe,-35.41883307300753,149.06532750784933,Coffee Shop
180,Australian Capital Territory,South.Point Tuggeranong,-35.41639,149.06638999999998,The Mandalay Bus,-35.420318577239456,149.07097540631938,Food Truck
181,Australian Capital Territory,South.Point Tuggeranong,-35.41639,149.06638999999998,Anytime Fitness,-35.41719822895913,149.065036378189,Athletics & Sports
182,Australian Capital Territory,South.Point Tuggeranong,-35.41639,149.06638999999998,BrewBar Cafe,-35.415779346742696,149.06765492014998,Café
183,Australian Capital Territory,South.Point Tuggeranong,-35.41639,149.06638999999998,Subway,-35.41614329201561,149.06718149327335,Sandwich Place
184,Australian Capital Territory,South.Point Tuggeranong,-35.41639,149.06638999999998,Fernwood Tuggeranong,-35.41979495459127,149.06715562906368,Athletics & Sports
185,Australian Capital Territory,South.Point Tuggeranong,-35.41639,149.06638999999998,Zone Bowling,-35.414710040160536,149.06425952911374,Bowling Alley
186,Australian Capital Territory,South.Point Tuggeranong,-35.41639,149.06638999999998,The Coffee Club,-35.415978834884775,149.0672280911252,Coffee Shop
187,Australian Capital Territory,South.Point Tuggeranong,-35.41639,149.06638999999998,Shell Coles Express,-35.41844,149.06913,Gas Station
188,Australian Capital Territory,South.Point Tuggeranong,-35.41639,149.06638999999998,The Reject Shop,-35.41599069,149.0671591,Discount Store
189,Australian Capital Territory,South.Point Tuggeranong,-35.41639,149.06638999999998,KFC,-35.415883494976036,149.07017380792323,Fast Food Restaurant
190,Australian Capital Territory,South.Point Tuggeranong,-35.41639,149.06638999999998,BCF,-35.42207,149.06961,Sporting Goods Shop
191,Australian Capital Territory,South.Point Tuggeranong,-35.41639,149.06638999999998,Chalisa Indian Restaurant,-35.415302684513826,149.06743366994712,Indian Restaurant
192,Australian Capital Territory,South.Point Tuggeranong,-35.41639,149.06638999999998,Coffee Guru,-35.41741881650231,149.06450629234314,Coffee Shop
193,Australian Capital Territory,South.Point Tuggeranong,-35.41639,149.06638999999998,Petbarn,-35.422159723929646,149.06974251173605,Pet Store
194,Australian Capital Territory,South.Point Tuggeranong,-35.41639,149.06638999999998,Lemon Grass Thai,-35.41565698549168,149.0673816204071,Asian Restaurant
196,Australian Capital Territory,Westfield Belconnen,-35.23833,149.065,Coles,-35.23821742348131,149.06502906109094,Food & Drink Shop
197,Australian Capital Territory,Westfield Belconnen,-35.23833,149.065,Hoyts,-35.238648222237295,149.06532100593105,Movie Theater
198,Australian Capital Territory,Westfield Belconnen,-35.23833,149.065,Canberra International Sports and Aquatic Centre,-35.24171955260982,149.07417538630423,Athletics & Sports
199,Australian Capital Territory,Westfield Belconnen,-35.23833,149.065,Club Lime CISAC,-35.241627537271725,149.07448361998064,Athletics & Sports
200,Australian Capital Territory,Westfield Belconnen,-35.23833,149.065,Platform 1 Belconnen Community Bus Station (#5511),-35.2398062873779,149.0697600740825,Bus Stop
201,Australian Capital Territory,Westfield Belconnen,-35.23833,149.065,Belconnen Fresh Food Markets,-35.24570671502741,149.06548261642456,Food & Drink Shop
202,Australian Capital Territory,Westfield Belconnen,-35.23833,149.065,Belconnen Arts Centre,-35.23600491668165,149.06809710500136,Art Gallery
203,Australian Capital Territory,Westfield Belconnen,-35.23833,149.065,Subway,-35.23816715489388,149.06517137382292,Sandwich Place
204,Australian Capital Territory,Westfield Belconnen,-35.23833,149.065,McDonald's,-35.23800889995258,149.06505015422513,Fast Food Restaurant
205,Australian Capital Territory,Westfield Belconnen,-35.23833,149.065,JB Hi-Fi,-35.23793447490584,149.06679051270768,Electronics Store
207,Australian Capital Territory,Westfield Belconnen,-35.23833,149.065,Subway,-35.238291319649896,149.07146049113462,Sandwich Place
208,Australian Capital Territory,Westfield Belconnen,-35.23833,149.065,Canberra Labor Club,-35.240234001766936,149.0708065889063,Bar
209,Australian Capital Territory,Westfield Belconnen,-35.23833,149.065,RASHAYS Belconnen,-35.238068,149.06494,Australian Restaurant
210,Australian Capital Territory,Westfield Belconnen,-35.23833,149.065,Officeworks,-35.23975322621515,149.05909046373225,Paper / Office Supplies Store
211,Australian Capital Territory,Westfield Belconnen,-35.23833,149.065,Grill'd,-35.238198927492796,149.06351545693062,Burger Joint
212,Australian Capital Territory,Westfield Belconnen,-35.23833,149.065,Dan Murphy's,-35.238302685186156,149.0640058174332,Food & Drink Shop
